"layer_id","module","lat","Lon","size_of_module","count"
3,54,27.9041,-15.4331,3,1
3,16,27.9041,-15.4331,6,1
3,68,27.9041,-15.4331,2,1
3,14,27.9041,-15.4331,7,1
3,5,27.9041,-15.4331,14,1
3,7,27.9041,-15.4331,7,1
3,37,27.9041,-15.4331,3,1
3,23,27.9041,-15.4331,8,1
3,34,27.9041,-15.4331,3,1
4,9,28.2222,-16.4173,16,1
4,28,28.2222,-16.4173,4,1
4,18,28.2222,-16.4173,6,1
4,6,28.2222,-16.4173,19,1
4,11,28.2222,-16.4173,10,1
4,25,28.2222,-16.4173,5,1
4,1,28.2222,-16.4173,44,1
4,8,28.2222,-16.4173,6,1
4,46,28.2222,-16.4173,3,1
4,14,28.2222,-16.4173,7,1
4,20,28.2222,-16.4173,6,1
4,32,28.2222,-16.4173,7,1
4,22,28.2222,-16.4173,9,1
4,13,28.2222,-16.4173,5,1
4,5,28.2222,-16.4173,14,1
4,36,28.2222,-16.4173,5,1
4,30,28.2222,-16.4173,11,1
4,71,28.2222,-16.4173,2,1
4,69,28.2222,-16.4173,2,1
4,54,28.2222,-16.4173,3,1
4,24,28.2222,-16.4173,5,1
4,3,28.2222,-16.4173,37,1
4,66,28.2222,-16.4173,2,1
4,58,28.2222,-16.4173,3,1
4,83,28.2222,-16.4173,2,1
4,10,28.2222,-16.4173,17,1
4,79,28.2222,-16.4173,2,1
4,2,28.2222,-16.4173,8,1
4,38,28.2222,-16.4173,4,1
4,21,28.2222,-16.4173,4,1
4,12,28.2222,-16.4173,7,1
4,31,28.2222,-16.4173,5,1
4,39,28.2222,-16.4173,4,1
4,59,28.2222,-16.4173,3,1
4,34,28.2222,-16.4173,3,1
4,52,28.2222,-16.4173,3,1
4,75,28.2222,-16.4173,2,1
4,62,28.2222,-16.4173,2,1
4,4,28.2222,-16.4173,19,1
4,17,28.2222,-16.4173,4,1
4,15,28.2222,-16.4173,6,1
4,47,28.2222,-16.4173,3,1
4,72,28.2222,-16.4173,2,1
4,49,28.2222,-16.4173,3,1
4,16,28.2222,-16.4173,6,1
4,74,28.2222,-16.4173,2,1
4,63,28.2222,-16.4173,2,1
4,78,28.2222,-16.4173,2,1
4,37,28.2222,-16.4173,3,1
4,33,28.2222,-16.4173,7,1
4,48,28.2222,-16.4173,4,1
4,7,28.2222,-16.4173,7,1
5,40,28.3531,-16.9123,3,1
5,32,28.3531,-16.9123,7,1
5,19,28.3531,-16.9123,9,1
5,13,28.3531,-16.9123,5,1
5,10,28.3531,-16.9123,17,1
5,2,28.3531,-16.9123,8,1
5,38,28.3531,-16.9123,4,1
5,43,28.3531,-16.9123,3,1
5,65,28.3531,-16.9123,2,1
5,83,28.3531,-16.9123,2,1
5,48,28.3531,-16.9123,4,1
5,20,28.3531,-16.9123,6,1
5,31,28.3531,-16.9123,5,1
5,35,28.3531,-16.9123,7,1
5,7,28.3531,-16.9123,7,1
5,1,28.3531,-16.9123,44,1
5,12,28.3531,-16.9123,7,1
5,23,28.3531,-16.9123,8,1
5,26,28.3531,-16.9123,4,1
5,84,28.3531,-16.9123,2,1
5,8,28.3531,-16.9123,6,1
5,29,28.3531,-16.9123,14,1
5,14,28.3531,-16.9123,7,1
5,52,28.3531,-16.9123,3,1
5,9,28.3531,-16.9123,16,1
5,16,28.3531,-16.9123,6,1
5,42,28.3531,-16.9123,3,1
5,28,28.3531,-16.9123,4,1
5,77,28.3531,-16.9123,2,1
5,71,28.3531,-16.9123,2,1
5,78,28.3531,-16.9123,2,1
5,11,28.3531,-16.9123,10,1
5,3,28.3531,-16.9123,37,1
5,4,28.3531,-16.9123,19,1
5,75,28.3531,-16.9123,2,1
5,22,28.3531,-16.9123,9,1
5,6,28.3531,-16.9123,19,1
5,5,28.3531,-16.9123,14,1
5,41,28.3531,-16.9123,4,1
5,21,28.3531,-16.9123,4,1
5,74,28.3531,-16.9123,2,1
5,37,28.3531,-16.9123,3,1
5,45,28.3531,-16.9123,4,1
5,72,28.3531,-16.9123,2,1
5,25,28.3531,-16.9123,5,1
5,61,28.3531,-16.9123,2,1
5,18,28.3531,-16.9123,6,1
6,1,28.0398,-17.2267,44,1
6,14,28.0398,-17.2267,7,1
6,9,28.0398,-17.2267,16,1
6,10,28.0398,-17.2267,17,1
6,4,28.0398,-17.2267,19,1
6,23,28.0398,-17.2267,8,1
6,6,28.0398,-17.2267,19,1
6,57,28.0398,-17.2267,3,1
6,11,28.0398,-17.2267,10,1
6,16,28.0398,-17.2267,6,1
6,7,28.0398,-17.2267,7,1
6,40,28.0398,-17.2267,3,1
6,3,28.0398,-17.2267,37,1
6,49,28.0398,-17.2267,3,1
6,45,28.0398,-17.2267,4,1
6,42,28.0398,-17.2267,3,1
6,20,28.0398,-17.2267,6,1
6,2,28.0398,-17.2267,8,1
6,41,28.0398,-17.2267,4,1
6,67,28.0398,-17.2267,2,1
6,27,28.0398,-17.2267,6,1
6,62,28.0398,-17.2267,2,1
6,25,28.0398,-17.2267,5,1
6,53,28.0398,-17.2267,3,1
6,22,28.0398,-17.2267,9,1
6,70,28.0398,-17.2267,2,1
6,43,28.0398,-17.2267,3,1
6,15,28.0398,-17.2267,6,1
6,34,28.0398,-17.2267,3,1
6,28,28.0398,-17.2267,4,1
6,69,28.0398,-17.2267,2,1
6,46,28.0398,-17.2267,3,1
6,76,28.0398,-17.2267,2,1
6,8,28.0398,-17.2267,6,1
6,17,28.0398,-17.2267,4,1
6,47,28.0398,-17.2267,3,1
6,5,28.0398,-17.2267,14,1
6,24,28.0398,-17.2267,5,1
6,73,28.0398,-17.2267,2,1
6,80,28.0398,-17.2267,2,1
6,18,28.0398,-17.2267,6,1
6,12,28.0398,-17.2267,7,1
6,56,28.0398,-17.2267,2,1
6,38,28.0398,-17.2267,4,1
6,19,28.0398,-17.2267,9,1
6,13,28.0398,-17.2267,5,1
6,64,28.0398,-17.2267,2,1
6,39,28.0398,-17.2267,4,1
6,85,28.0398,-17.2267,2,1
7,6,27.8047,-17.8954,19,1
7,4,27.8047,-17.8954,19,1
7,2,27.8047,-17.8954,8,1
7,54,27.8047,-17.8954,3,1
7,9,27.8047,-17.8954,16,1
7,1,27.8047,-17.8954,44,1
7,27,27.8047,-17.8954,6,1
7,19,27.8047,-17.8954,9,1
7,42,27.8047,-17.8954,3,1
7,24,27.8047,-17.8954,5,1
7,33,27.8047,-17.8954,7,1
7,26,27.8047,-17.8954,4,1
7,47,27.8047,-17.8954,3,1
7,65,27.8047,-17.8954,2,1
7,41,27.8047,-17.8954,4,1
7,52,27.8047,-17.8954,3,1
7,53,27.8047,-17.8954,3,1
7,23,27.8047,-17.8954,8,1
7,59,27.8047,-17.8954,3,1
7,13,27.8047,-17.8954,5,1
7,40,27.8047,-17.8954,3,1
7,60,27.8047,-17.8954,2,1
7,80,27.8047,-17.8954,2,1
7,67,27.8047,-17.8954,2,1
7,56,27.8047,-17.8954,2,1
7,12,27.8047,-17.8954,7,1
7,46,27.8047,-17.8954,3,1
7,31,27.8047,-17.8954,5,1
7,43,27.8047,-17.8954,3,1
7,11,27.8047,-17.8954,10,1
7,35,27.8047,-17.8954,7,1
7,8,27.8047,-17.8954,6,1
7,73,27.8047,-17.8954,2,1
7,15,27.8047,-17.8954,6,1
7,7,27.8047,-17.8954,7,1
7,77,27.8047,-17.8954,2,1
7,16,27.8047,-17.8954,6,1
