"layer_id","module","lat","Lon","size_of_module","count"
1,1,26.161,-14.4222,44,1
1,44,26.161,-14.4222,5,1
1,3,26.161,-14.4222,37,1
1,4,26.161,-14.4222,19,1
1,14,26.161,-14.4222,7,1
1,30,26.161,-14.4222,14,1
1,25,26.161,-14.4222,5,1
1,55,26.161,-14.4222,6,1
1,50,26.161,-14.4222,4,1
1,20,26.161,-14.4222,6,1
1,17,26.161,-14.4222,4,1
1,5,26.161,-14.4222,14,1
1,86,26.161,-14.4222,2,1
1,36,26.161,-14.4222,5,1
1,18,26.161,-14.4222,6,1
1,87,26.161,-14.4222,2,1
1,26,26.161,-14.4222,4,1
1,15,26.161,-14.4222,6,1
2,1,28.5643,-13.8914,44,1
2,12,28.5643,-13.8914,7,1
2,16,28.5643,-13.8914,6,1
2,50,28.5643,-13.8914,4,1
2,3,28.5643,-13.8914,37,1
2,57,28.5643,-13.8914,3,1
2,2,28.5643,-13.8914,8,1
2,7,28.5643,-13.8914,7,1
2,75,28.5643,-13.8914,2,1
2,39,28.5643,-13.8914,4,1
2,5,28.5643,-13.8914,14,1
2,49,28.5643,-13.8914,3,1
2,52,28.5643,-13.8914,5,1
2,15,28.5643,-13.8914,6,1
2,27,28.5643,-13.8914,6,1
2,87,28.5643,-13.8914,2,1
2,88,28.5643,-13.8914,2,1
2,21,28.5643,-13.8914,4,1
2,17,28.5643,-13.8914,4,1
2,8,28.5643,-13.8914,6,1
2,4,28.5643,-13.8914,19,1
2,44,28.5643,-13.8914,5,1
2,62,28.5643,-13.8914,2,1
2,24,28.5643,-13.8914,5,1
2,83,28.5643,-13.8914,2,1
2,36,28.5643,-13.8914,5,1
2,20,28.5643,-13.8914,6,1
2,18,28.5643,-13.8914,6,1
2,84,28.5643,-13.8914,2,1
2,26,28.5643,-13.8914,4,1
2,78,28.5643,-13.8914,2,1
3,19,27.9041,-15.4331,9,1
3,4,27.9041,-15.4331,19,1
3,23,27.9041,-15.4331,8,1
3,1,27.9041,-15.4331,44,1
3,14,27.9041,-15.4331,7,1
3,33,27.9041,-15.4331,3,1
3,47,27.9041,-15.4331,4,1
3,12,27.9041,-15.4331,7,1
3,53,27.9041,-15.4331,3,1
3,25,27.9041,-15.4331,5,1
3,54,27.9041,-15.4331,3,1
3,5,27.9041,-15.4331,14,1
3,2,27.9041,-15.4331,8,1
3,35,27.9041,-15.4331,9,1
3,34,27.9041,-15.4331,7,1
3,45,27.9041,-15.4331,4,1
3,42,27.9041,-15.4331,4,1
