"layer_from","node_from","layer_to","node_to"
"GranCanaria2","Lucilia_sericata","Hierro1","Lucilia_sericata"
"GranCanaria2","Lucilia_sericata","Hierro2","Lucilia_sericata"
"TenerifeSouth1","Oscinella_sp._1","GranCanaria1","Oscinella_sp._1"
"TenerifeSouth1","Oscinella_sp._1","GranCanaria2","Oscinella_sp._1"
"TenerifeSouth1","Oscinella_sp._1","TenerifeSouth2","Oscinella_sp._1"
"TenerifeSouth1","Pteromalus_sp._3","Hierro2","Pteromalus_sp._3"
"TenerifeSouth1","Scenopinus_sp.","TenerifeSouth2","Scenopinus_sp."
"TenerifeSouth1","Scenopinus_sp.","TenerifeTeno2","Scenopinus_sp."
"TenerifeSouth1","Thysanoptera_sp._1","Fuerteventura1","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","Fuerteventura2","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","GranCanaria1","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","GranCanaria2","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","TenerifeSouth2","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","TenerifeTeno1","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","TenerifeTeno2","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","Gomera1","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","Gomera2","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","Hierro1","Thysanoptera_sp._1"
"TenerifeSouth1","Thysanoptera_sp._1","Hierro2","Thysanoptera_sp._1"
"TenerifeSouth1","Camponotus_feae","Fuerteventura1","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","GranCanaria1","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","GranCanaria2","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","TenerifeSouth2","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","TenerifeTeno1","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","TenerifeTeno2","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","Gomera1","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","Gomera2","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","Hierro1","Camponotus_feae"
"TenerifeSouth1","Camponotus_feae","Hierro2","Camponotus_feae"
"TenerifeSouth1","Agromyzidae_sp._1","GranCanaria2","Agromyzidae_sp._1"
"TenerifeSouth1","Agromyzidae_sp._1","TenerifeSouth2","Agromyzidae_sp._1"
"TenerifeSouth1","Platypalpus_sp.","TenerifeTeno2","Platypalpus_sp."
"TenerifeSouth1","Anaspis_proteus","Fuerteventura1","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","Fuerteventura2","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","GranCanaria1","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","GranCanaria2","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","TenerifeSouth2","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","TenerifeTeno1","Anaspis_proteus"
"TenerifeSouth1","Anaspis_proteus","TenerifeTeno2","Anaspis_proteus"
"TenerifeSouth1","Bracon_sp.","TenerifeTeno1","Bracon_sp."
"TenerifeSouth1","Chalicodoma_canescens","Gomera2","Chalicodoma_canescens"
"TenerifeSouth1","Chalicodoma_canescens","Hierro1","Chalicodoma_canescens"
"TenerifeSouth1","Dinarmoides_spilopterus","GranCanaria2","Dinarmoides_spilopterus"
"TenerifeSouth1","Dinarmoides_spilopterus","TenerifeSouth2","Dinarmoides_spilopterus"
"TenerifeSouth1","Lasioglossum_viride","GranCanaria1","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","GranCanaria2","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","TenerifeSouth2","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","TenerifeTeno1","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","TenerifeTeno2","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","Gomera1","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","Gomera2","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","Hierro1","Lasioglossum_viride"
"TenerifeSouth1","Lasioglossum_viride","Hierro2","Lasioglossum_viride"
"TenerifeSouth1","Themnothorax_hesperius","TenerifeSouth2","Themnothorax_hesperius"
"TenerifeSouth1","Themnothorax_hesperius","TenerifeTeno1","Themnothorax_hesperius"
"TenerifeSouth1","Themnothorax_hesperius","TenerifeTeno2","Themnothorax_hesperius"
"TenerifeSouth1","Apis_mellifera","GranCanaria1","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","GranCanaria2","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","TenerifeSouth2","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","TenerifeTeno1","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","TenerifeTeno2","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","Gomera1","Apis_mellifera"
"TenerifeSouth1","Apis_mellifera","Gomera2","Apis_mellifera"
"TenerifeSouth1","Eristalinus_taeniops","GranCanaria1","Eristalinus_taeniops"
"TenerifeSouth1","Eristalinus_taeniops","TenerifeSouth2","Eristalinus_taeniops"
"TenerifeSouth1","Eristalinus_taeniops","Hierro1","Eristalinus_taeniops"
"TenerifeSouth1","Megachile_canariensis","Hierro1","Megachile_canariensis"
"TenerifeSouth1","Phyto_discrepans","TenerifeSouth2","Phyto_discrepans"
"TenerifeSouth1","Synthesomyia_nudiseta","TenerifeSouth2","Synthesomyia_nudiseta"
"TenerifeSouth1","Plagiolepis_sp._2","GranCanaria1","Plagiolepis_sp._2"
"TenerifeSouth1","Plagiolepis_sp._2","GranCanaria2","Plagiolepis_sp._2"
"TenerifeSouth1","Plagiolepis_sp._2","TenerifeSouth2","Plagiolepis_sp._2"
"TenerifeSouth1","Plagiolepis_sp._2","TenerifeTeno1","Plagiolepis_sp._2"
"TenerifeSouth1","Plagiolepis_sp._2","TenerifeTeno2","Plagiolepis_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Fuerteventura1","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Fuerteventura2","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","GranCanaria1","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","GranCanaria2","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","TenerifeSouth2","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","TenerifeTeno1","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","TenerifeTeno2","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Gomera1","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Gomera2","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Hierro1","Thysanoptera_sp._2"
"TenerifeSouth1","Thysanoptera_sp._2","Hierro2","Thysanoptera_sp._2"
"TenerifeSouth1","Attagenus_wollastoni","GranCanaria1","Attagenus_wollastoni"
"TenerifeSouth1","Attagenus_wollastoni","TenerifeSouth2","Attagenus_wollastoni"
"TenerifeSouth1","Eupelmus_sp.","Gomera2","Eupelmus_sp."
"TenerifeSouth1","Eurytoma_sp._1","Fuerteventura2","Eurytoma_sp._1"
"TenerifeSouth1","Urelliosoma_guimari","WesternSahara1","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","WesternSahara2","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","Fuerteventura1","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","Fuerteventura2","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","GranCanaria2","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","TenerifeSouth2","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","TenerifeTeno2","Urelliosoma_guimari"
"TenerifeSouth1","Urelliosoma_guimari","Gomera2","Urelliosoma_guimari"
"TenerifeSouth1","Amegilla_quadrifasciata","GranCanaria1","Amegilla_quadrifasciata"
"TenerifeSouth1","Amegilla_quadrifasciata","GranCanaria2","Amegilla_quadrifasciata"
"TenerifeSouth1","Amegilla_quadrifasciata","TenerifeTeno2","Amegilla_quadrifasciata"
"TenerifeSouth1","Amegilla_quadrifasciata","Gomera2","Amegilla_quadrifasciata"
"TenerifeSouth1","Anthophora_orotavae","GranCanaria1","Anthophora_orotavae"
"TenerifeSouth1","Anthophora_orotavae","TenerifeTeno2","Anthophora_orotavae"
"TenerifeSouth1","Anthophora_orotavae","Gomera2","Anthophora_orotavae"
"TenerifeSouth1","Anthophora_alluaudi","Fuerteventura1","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","Fuerteventura2","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","GranCanaria1","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","GranCanaria2","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","TenerifeSouth2","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","TenerifeTeno1","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","TenerifeTeno2","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","Gomera2","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","Hierro1","Anthophora_alluaudi"
"TenerifeSouth1","Anthophora_alluaudi","Hierro2","Anthophora_alluaudi"
"TenerifeSouth1","Aprostocetus_occidentalis","Gomera1","Aprostocetus_occidentalis"
"TenerifeSouth1","Aprostocetus_occidentalis","Gomera2","Aprostocetus_occidentalis"
"TenerifeSouth1","Chrysomya_albiceps","Fuerteventura1","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","Fuerteventura2","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","GranCanaria1","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","GranCanaria2","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","TenerifeSouth2","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","Gomera1","Chrysomya_albiceps"
"TenerifeSouth1","Chrysomya_albiceps","Hierro2","Chrysomya_albiceps"
"TenerifeSouth1","Lucilia_sericata","WesternSahara1","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","WesternSahara2","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","Fuerteventura1","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","Fuerteventura2","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","GranCanaria1","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","GranCanaria2","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","TenerifeSouth2","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","Gomera2","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","Hierro1","Lucilia_sericata"
"TenerifeSouth1","Lucilia_sericata","Hierro2","Lucilia_sericata"
"TenerifeSouth1","Musca_domestica","WesternSahara1","Musca_domestica"
"TenerifeSouth1","Musca_domestica","WesternSahara2","Musca_domestica"
"TenerifeSouth1","Musca_domestica","GranCanaria1","Musca_domestica"
"TenerifeSouth1","Musca_domestica","GranCanaria2","Musca_domestica"
"TenerifeSouth1","Musca_domestica","TenerifeSouth2","Musca_domestica"
"TenerifeSouth1","Musca_domestica","TenerifeTeno1","Musca_domestica"
"TenerifeSouth1","Musca_domestica","TenerifeTeno2","Musca_domestica"
"TenerifeSouth1","Musca_domestica","Gomera1","Musca_domestica"
"TenerifeSouth1","Musca_domestica","Gomera2","Musca_domestica"
"TenerifeSouth1","Physiphora_alceae","WesternSahara2","Physiphora_alceae"
"TenerifeSouth1","Sarcophagidae_sp._5","Fuerteventura1","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._5","Fuerteventura2","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._5","GranCanaria1","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._5","GranCanaria2","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._5","TenerifeSouth2","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._5","Gomera2","Sarcophagidae_sp._5"
"TenerifeSouth1","Sarcophagidae_sp._8","TenerifeSouth2","Sarcophagidae_sp._8"
"TenerifeSouth1","Sarcophagidae_sp._8","Gomera1","Sarcophagidae_sp._8"
"TenerifeSouth1","Sarcophagidae_sp._8","Gomera2","Sarcophagidae_sp._8"
"TenerifeSouth1","Myopites_nigrescens","TenerifeSouth2","Myopites_nigrescens"
"TenerifeSouth1","Myopites_nigrescens","Gomera1","Myopites_nigrescens"
"TenerifeSouth1","Myopites_nigrescens","Gomera2","Myopites_nigrescens"
"TenerifeSouth1","Myopites_nigrescens","Hierro2","Myopites_nigrescens"
"TenerifeSouth2","Anaspis_proteus","Fuerteventura1","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","Fuerteventura2","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","GranCanaria1","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","GranCanaria2","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","TenerifeSouth1","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","TenerifeTeno1","Anaspis_proteus"
"TenerifeSouth2","Anaspis_proteus","TenerifeTeno2","Anaspis_proteus"
"TenerifeSouth2","Attagenus_wollastoni","GranCanaria1","Attagenus_wollastoni"
"TenerifeSouth2","Attagenus_wollastoni","TenerifeSouth1","Attagenus_wollastoni"
"TenerifeSouth2","Eristalinus_aeneus","TenerifeTeno1","Eristalinus_aeneus"
"TenerifeSouth2","Lasioglossum_loetum","Fuerteventura1","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","GranCanaria1","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","GranCanaria2","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","TenerifeTeno1","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","TenerifeTeno2","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","Gomera1","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","Gomera2","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","Hierro1","Lasioglossum_loetum"
"TenerifeSouth2","Lasioglossum_loetum","Hierro2","Lasioglossum_loetum"
"TenerifeSouth2","Myopites_nigrescens","TenerifeSouth1","Myopites_nigrescens"
"TenerifeSouth2","Myopites_nigrescens","Gomera1","Myopites_nigrescens"
"TenerifeSouth2","Myopites_nigrescens","Gomera2","Myopites_nigrescens"
"TenerifeSouth2","Myopites_nigrescens","Hierro2","Myopites_nigrescens"
"TenerifeSouth2","Oscinella_sp._1","GranCanaria1","Oscinella_sp._1"
"TenerifeSouth2","Oscinella_sp._1","GranCanaria2","Oscinella_sp._1"
"TenerifeSouth2","Oscinella_sp._1","TenerifeSouth1","Oscinella_sp._1"
"TenerifeSouth2","Plagiolepis_sp._2","GranCanaria1","Plagiolepis_sp._2"
"TenerifeSouth2","Plagiolepis_sp._2","GranCanaria2","Plagiolepis_sp._2"
"TenerifeSouth2","Plagiolepis_sp._2","TenerifeSouth1","Plagiolepis_sp._2"
"TenerifeSouth2","Plagiolepis_sp._2","TenerifeTeno1","Plagiolepis_sp._2"
"TenerifeSouth2","Plagiolepis_sp._2","TenerifeTeno2","Plagiolepis_sp._2"
"TenerifeSouth2","Pteromalus_sp._4","TenerifeTeno1","Pteromalus_sp._4"
"TenerifeSouth2","Syritta_pipiens","TenerifeTeno1","Syritta_pipiens"
"TenerifeSouth2","Syritta_pipiens","TenerifeTeno2","Syritta_pipiens"
"TenerifeSouth2","Syritta_pipiens","Hierro2","Syritta_pipiens"
"TenerifeSouth2","Themnothorax_hesperius","TenerifeSouth1","Themnothorax_hesperius"
"TenerifeSouth2","Themnothorax_hesperius","TenerifeTeno1","Themnothorax_hesperius"
"TenerifeSouth2","Themnothorax_hesperius","TenerifeTeno2","Themnothorax_hesperius"
"TenerifeSouth2","Thysanoptera_sp._1","Fuerteventura1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","Fuerteventura2","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","GranCanaria1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","GranCanaria2","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","TenerifeSouth1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","TenerifeTeno1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","TenerifeTeno2","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","Gomera1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","Gomera2","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","Hierro1","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._1","Hierro2","Thysanoptera_sp._1"
"TenerifeSouth2","Thysanoptera_sp._2","Fuerteventura1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","Fuerteventura2","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","GranCanaria1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","GranCanaria2","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","TenerifeSouth1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","TenerifeTeno1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","TenerifeTeno2","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","Gomera1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","Gomera2","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","Hierro1","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._2","Hierro2","Thysanoptera_sp._2"
"TenerifeSouth2","Thysanoptera_sp._3","GranCanaria1","Thysanoptera_sp._3"
"TenerifeSouth2","Thysanoptera_sp._3","GranCanaria2","Thysanoptera_sp._3"
"TenerifeSouth2","Thysanoptera_sp._3","TenerifeTeno2","Thysanoptera_sp._3"
"TenerifeSouth2","Apis_mellifera","GranCanaria1","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","GranCanaria2","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","TenerifeSouth1","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","TenerifeTeno1","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","TenerifeTeno2","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","Gomera1","Apis_mellifera"
"TenerifeSouth2","Apis_mellifera","Gomera2","Apis_mellifera"
"TenerifeSouth2","Camponotus_feae","Fuerteventura1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","GranCanaria1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","GranCanaria2","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","TenerifeSouth1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","TenerifeTeno1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","TenerifeTeno2","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","Gomera1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","Gomera2","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","Hierro1","Camponotus_feae"
"TenerifeSouth2","Camponotus_feae","Hierro2","Camponotus_feae"
"TenerifeSouth2","Chrysomya_albiceps","Fuerteventura1","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","Fuerteventura2","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","GranCanaria1","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","GranCanaria2","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","TenerifeSouth1","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","Gomera1","Chrysomya_albiceps"
"TenerifeSouth2","Chrysomya_albiceps","Hierro2","Chrysomya_albiceps"
"TenerifeSouth2","Agromyzidae_sp._1","GranCanaria2","Agromyzidae_sp._1"
"TenerifeSouth2","Agromyzidae_sp._1","TenerifeSouth1","Agromyzidae_sp._1"
"TenerifeSouth2","Leptochilus_eatoni","TenerifeTeno1","Leptochilus_eatoni"
"TenerifeSouth2","Blaesoxipha_sp._1","Fuerteventura2","Blaesoxipha_sp._1"
"TenerifeSouth2","Blaesoxipha_sp._1","Gomera2","Blaesoxipha_sp._1"
"TenerifeSouth2","Chetogena_acuminata","WesternSahara2","Chetogena_acuminata"
"TenerifeSouth2","Chetogena_acuminata","Fuerteventura1","Chetogena_acuminata"
"TenerifeSouth2","Chetogena_acuminata","Fuerteventura2","Chetogena_acuminata"
"TenerifeSouth2","Chetogena_acuminata","GranCanaria1","Chetogena_acuminata"
"TenerifeSouth2","Chetogena_acuminata","TenerifeTeno2","Chetogena_acuminata"
"TenerifeSouth2","Chetogena_acuminata","Gomera2","Chetogena_acuminata"
"TenerifeSouth2","Eristalinus_taeniops","GranCanaria1","Eristalinus_taeniops"
"TenerifeSouth2","Eristalinus_taeniops","TenerifeSouth1","Eristalinus_taeniops"
"TenerifeSouth2","Eristalinus_taeniops","Hierro1","Eristalinus_taeniops"
"TenerifeSouth2","Eristalis_tenax","TenerifeTeno2","Eristalis_tenax"
"TenerifeSouth2","Lucilia_sericata","WesternSahara1","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","WesternSahara2","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","Fuerteventura1","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","Fuerteventura2","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","GranCanaria1","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","GranCanaria2","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","TenerifeSouth1","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","Gomera2","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","Hierro1","Lucilia_sericata"
"TenerifeSouth2","Lucilia_sericata","Hierro2","Lucilia_sericata"
"TenerifeSouth2","Musca_domestica","WesternSahara1","Musca_domestica"
"TenerifeSouth2","Musca_domestica","WesternSahara2","Musca_domestica"
"TenerifeSouth2","Musca_domestica","GranCanaria1","Musca_domestica"
"TenerifeSouth2","Musca_domestica","GranCanaria2","Musca_domestica"
"TenerifeSouth2","Musca_domestica","TenerifeSouth1","Musca_domestica"
"TenerifeSouth2","Musca_domestica","TenerifeTeno1","Musca_domestica"
"TenerifeSouth2","Musca_domestica","TenerifeTeno2","Musca_domestica"
"TenerifeSouth2","Musca_domestica","Gomera1","Musca_domestica"
"TenerifeSouth2","Musca_domestica","Gomera2","Musca_domestica"
"TenerifeSouth2","Phyto_discrepans","TenerifeSouth1","Phyto_discrepans"
"TenerifeSouth2","Sciaridae_sp._1","Gomera1","Sciaridae_sp._1"
"TenerifeSouth2","Sciaridae_sp._1","Gomera2","Sciaridae_sp._1"
"TenerifeSouth2","Sciaridae_sp._1","Hierro1","Sciaridae_sp._1"
"TenerifeSouth2","Synthesomyia_nudiseta","TenerifeSouth1","Synthesomyia_nudiseta"
"TenerifeSouth2","Dinarmoides_spilopterus","GranCanaria2","Dinarmoides_spilopterus"
"TenerifeSouth2","Dinarmoides_spilopterus","TenerifeSouth1","Dinarmoides_spilopterus"
"TenerifeSouth2","Euderus_sp.","TenerifeTeno2","Euderus_sp."
"TenerifeSouth2","Euderus_sp.","Hierro2","Euderus_sp."
"TenerifeSouth2","Lasioglossum_viride","GranCanaria1","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","GranCanaria2","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","TenerifeSouth1","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","TenerifeTeno1","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","TenerifeTeno2","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","Gomera1","Lasioglossum_viride"
"TenerifeSouth2","Lasioglossum_viride","Gomera2","Lasioglossum_viride"
